serotype,primer_name,gene,start,end,size,mismatches
02,cluster_1348_amp1,cluster_1348,4076,4675,599,1
02,cluster_1374_amp1,cluster_1374,16858,17452,594,0
02,cluster_1422_amp1,cluster_1422,4532,5122,590,2
02,cluster_1446_amp1,cluster_1446,15387,15986,599,0
02,cluster_1478_amp1,cluster_1478,539,1123,584,2
02,cluster_1517_amp1,cluster_1517,1060,1625,565,0
02,cluster_1603_amp1,cluster_1603,2074,2674,600,0
02,cluster_1605_amp1,cluster_1605,3047,3638,591,2
02,cluster_1630_amp1,cluster_1630,15602,16198,596,1
02,cluster_1635_amp1,cluster_1635,1556,2134,578,1
02,cluster_1638_amp1,cluster_1638,3045,3635,590,2
02,cluster_1667_amp1,cluster_1667,15602,16197,595,1
02,cluster_1668_amp1,cluster_1668,16105,16700,595,0
02,cluster_1706_amp1,cluster_1706,1071,1665,594,1
02,cluster_1709_amp1,cluster_1709,2574,3172,598,0
02,cluster_1745_amp1,cluster_1745,1044,1625,581,0
02,cluster_1752_amp1,cluster_1752,4530,5120,590,0
02,cluster_1780_amp1,cluster_1780,1556,2134,578,1
02,cluster_1781_amp1,cluster_1781,2058,2645,587,1
02,cluster_1785_amp1,cluster_1785,4071,4629,558,0
02,cluster_1810_amp1,cluster_1810,1558,2134,576,0
02,cluster_1812_amp1,cluster_1812,2574,3174,600,1
02,cluster_1815_amp1,cluster_1815,4071,4629,558,0
02,cluster_1874_amp1,cluster_1874,2058,2645,587,1
02,cluster_1875_amp1,cluster_1875,2574,3174,600,1
02,cluster_1905_amp1,cluster_1905,4071,4629,558,0
02,cluster_1925_amp1,cluster_1925,4071,4629,558,0
02,cluster_2016_amp1,cluster_2016,248,839,591,1
02,cluster_2017_amp1,cluster_2017,747,1341,594,1
02,cluster_2081_amp1,cluster_2081,1081,1665,584,0
02,cluster_2183_amp1,cluster_2183,16387,16971,584,0
02,cluster_2186_amp1,cluster_2186,1044,1625,581,0
02,cluster_2219_amp1,cluster_2219,3044,3635,591,2
02,cluster_2283_amp1,cluster_2283,1044,1625,581,0
02,cluster_2406_amp1,cluster_2406,1558,2134,576,0
02,cluster_2407_amp1,cluster_2407,2058,2645,587,1
02,cluster_2496_amp1,cluster_2496,1558,2134,576,0
02,cluster_2497_amp1,cluster_2497,2079,2676,597,1
02,cluster_2519_amp1,cluster_2519,15412,15995,583,2
02,cluster_2593_amp1,cluster_2593,1044,1625,581,0
02,cluster_2622_amp1,cluster_2622,1558,2134,576,0
02,cluster_2624_amp1,cluster_2624,2556,3125,569,0
02,cluster_2655_amp1,cluster_2655,2556,3125,569,0
02,cluster_2656_amp1,cluster_2656,3044,3635,591,1
02,cluster_2685_amp1,cluster_2685,1906,2506,600,3
02,cluster_2689_amp1,cluster_2689,3910,4505,595,1
02,cluster_2718_amp1,cluster_2718,414,998,584,1
02,cluster_2721_amp1,cluster_2721,2411,2999,588,1
02,cluster_2722_amp1,cluster_2722,2914,3485,571,1
02,cluster_2724_amp1,cluster_2724,3910,4505,595,0
02,cluster_2732_amp1,cluster_2732,14608,15185,577,1
02,cluster_2734_amp1,cluster_2734,15609,16198,589,0
02,cluster_2797_amp1,cluster_2797,865,1444,579,0
02,cluster_2798_amp1,cluster_2798,1364,1944,580,0
02,cluster_2840_amp1,cluster_2840,699,1298,599,0
02,cluster_2883_amp1,cluster_2883,1554,2134,580,1
02,cluster_2884_amp1,cluster_2884,2058,2645,587,1
02,cluster_2912_amp1,cluster_2912,1490,2057,567,2
02,cluster_2950_amp1,cluster_2950,381,964,583,2
02,cluster_2996_amp1,cluster_2996,2032,2624,592,1
02,cluster_3068_amp1,cluster_3068,1558,2134,576,0
02,cluster_3134_amp1,cluster_3134,1082,1665,583,1
02,cluster_3140_amp1,cluster_3140,884,1482,598,1
02,cluster_3142_amp1,cluster_3142,1906,2506,600,3
02,cluster_3164_amp1,cluster_3164,15618,16215,597,1
02,cluster_3172_amp1,cluster_3172,1558,2134,576,0
02,cluster_3173_amp1,cluster_3173,2058,2645,587,1
02,cluster_3177_amp1,cluster_3177,4071,4629,558,0
02,cluster_3195_amp1,cluster_3195,15760,16357,597,0
02,cluster_3203_amp1,cluster_3203,1558,2134,576,0
02,cluster_3206_amp1,cluster_3206,4071,4629,558,0
02,cluster_3213_amp1,cluster_3213,15785,16357,572,0
02,cluster_3215_amp1,cluster_3215,16804,17359,555,1
02,cluster_3247_amp1,cluster_3247,4071,4629,558,0
02,cluster_3264_amp1,cluster_3264,337,914,577,3
02,cluster_3303_amp1,cluster_3303,1364,1944,580,0
02,cluster_3308_amp1,cluster_3308,3863,4434,571,0
03,cluster_68_amp1,cluster_68,542,1125,583,0
03,cluster_70_amp1,cluster_70,1546,2126,580,0
03,cluster_71_amp1,cluster_71,2062,2662,600,0
03,cluster_72_amp1,cluster_72,2561,3134,573,0
03,cluster_73_amp1,cluster_73,3045,3642,597,0
04,cluster_5_amp1,cluster_5,2535,3131,596,3
04,cluster_79_amp1,cluster_79,2074,2668,594,0
04,cluster_83_amp1,cluster_83,4048,4642,594,0
04,cluster_91_amp1,cluster_91,8046,8644,598,0
04,cluster_94_amp1,cluster_94,9571,10163,592,0
04,cluster_96_amp1,cluster_96,10565,11165,600,0
04,cluster_140_amp1,cluster_140,1549,2125,576,1
04,cluster_179_amp1,cluster_179,1549,2125,576,1
04,cluster_377_amp1,cluster_377,1549,2125,576,1
04,cluster_602_amp1,cluster_602,1549,2125,576,1
04,cluster_634_amp1,cluster_634,1549,2125,576,1
04,cluster_690_amp1,cluster_690,13454,14046,592,0
04,cluster_697_amp1,cluster_697,1549,2125,576,1
04,cluster_726_amp1,cluster_726,13824,14420,596,1
04,cluster_794_amp1,cluster_794,1549,2125,576,1
04,cluster_876_amp1,cluster_876,1549,2125,576,1
04,cluster_950_amp1,cluster_950,1549,2125,576,1
04,cluster_1149_amp1,cluster_1149,1549,2125,576,1
04,cluster_1306_amp1,cluster_1306,1550,2125,575,2
04,cluster_1479_amp1,cluster_1479,1017,1616,599,0
04,cluster_1482_amp1,cluster_1482,2527,3122,595,1
04,cluster_1635_amp1,cluster_1635,1547,2125,578,2
04,cluster_1780_amp1,cluster_1780,1547,2125,578,2
04,cluster_1810_amp1,cluster_1810,1549,2125,576,1
04,cluster_1990_amp1,cluster_1990,1017,1616,599,0
04,cluster_2016_amp1,cluster_2016,239,830,591,1
04,cluster_2017_amp1,cluster_2017,738,1332,594,1
04,cluster_2215_amp1,cluster_2215,1017,1616,599,0
04,cluster_2314_amp1,cluster_2314,13816,14412,596,0
04,cluster_2316_amp1,cluster_2316,14813,15413,600,0
04,cluster_2351_amp1,cluster_2351,15376,15962,586,1
04,cluster_2399_amp1,cluster_2399,13454,14046,592,0
04,cluster_2406_amp1,cluster_2406,1549,2125,576,1
04,cluster_2496_amp1,cluster_2496,1549,2125,576,1
04,cluster_2621_amp1,cluster_2621,1017,1616,599,0
04,cluster_2622_amp1,cluster_2622,1549,2125,576,1
04,cluster_2797_amp1,cluster_2797,856,1435,579,0
04,cluster_2798_amp1,cluster_2798,1355,1935,580,0
04,cluster_2840_amp1,cluster_2840,690,1289,599,0
04,cluster_2844_amp1,cluster_2844,2696,3288,592,2
04,cluster_2883_amp1,cluster_2883,1545,2125,580,2
04,cluster_2912_amp1,cluster_2912,1481,2048,567,2
04,cluster_2950_amp1,cluster_2950,372,955,583,0
04,cluster_2955_amp1,cluster_2955,2876,3451,575,4
04,cluster_3068_amp1,cluster_3068,1549,2125,576,1
04,cluster_3140_amp1,cluster_3140,875,1473,598,0
04,cluster_3172_amp1,cluster_3172,1549,2125,576,1
04,cluster_3203_amp1,cluster_3203,1549,2125,576,1
04,cluster_3264_amp1,cluster_3264,328,905,577,0
04,cluster_3303_amp1,cluster_3303,1355,1935,580,0
04,cluster_3355_amp1,cluster_3355,2535,3123,588,2
05,cluster_117_amp1,cluster_117,5575,6141,566,0
05,cluster_124_amp1,cluster_124,9064,9630,566,0
05,cluster_130_amp1,cluster_130,12055,12637,582,0
05,cluster_131_amp1,cluster_131,12576,13163,587,0
05,cluster_132_amp1,cluster_132,13069,13638,569,0
05,cluster_229_amp1,cluster_229,2030,2605,575,3
05,cluster_306_amp1,cluster_306,2031,2605,574,3
05,cluster_434_amp1,cluster_434,2036,2605,569,2
05,cluster_743_amp1,cluster_743,2036,2605,569,2
05,cluster_772_amp1,cluster_772,2036,2605,569,2
05,cluster_826_amp1,cluster_826,2036,2605,569,2
05,cluster_1031_amp1,cluster_1031,549,1124,575,3
05,cluster_1214_amp1,cluster_1214,2031,2605,574,3
05,cluster_1241_amp1,cluster_1241,2036,2605,569,2
05,cluster_1479_amp1,cluster_1479,993,1592,599,1
05,cluster_1990_amp1,cluster_1990,993,1592,599,1
05,cluster_1992_amp1,cluster_1992,2036,2605,569,2
05,cluster_2016_amp1,cluster_2016,215,806,591,2
05,cluster_2017_amp1,cluster_2017,714,1308,594,0
05,cluster_2215_amp1,cluster_2215,993,1592,599,1
05,cluster_2316_amp1,cluster_2316,14800,15400,600,1
05,cluster_2351_amp1,cluster_2351,15363,15949,586,1
05,cluster_2436_amp1,cluster_2436,2036,2605,569,2
05,cluster_2621_amp1,cluster_2621,993,1592,599,1
05,cluster_2797_amp1,cluster_2797,832,1411,579,0
05,cluster_2840_amp1,cluster_2840,666,1265,599,0
05,cluster_2844_amp1,cluster_2844,2672,3264,592,2
05,cluster_2873_amp1,cluster_2873,1793,2383,590,0
05,cluster_2950_amp1,cluster_2950,348,931,583,0
05,cluster_2955_amp1,cluster_2955,2852,3427,575,3
05,cluster_3103_amp1,cluster_3103,2036,2605,569,2
05,cluster_3140_amp1,cluster_3140,851,1449,598,0
05,cluster_3264_amp1,cluster_3264,304,881,577,0
06A,cluster_39_amp1,cluster_39,3029,3638,609,1
06A,cluster_138_amp1,cluster_138,574,1152,578,0
06A,cluster_140_amp1,cluster_140,1549,2125,576,0
06A,cluster_141_amp1,cluster_141,2049,2636,587,0
06A,cluster_145_amp1,cluster_145,4071,4629,558,0
06A,cluster_146_amp1,cluster_146,4530,5127,597,0
06A,cluster_151_amp1,cluster_151,7030,7623,593,0
06A,cluster_160_amp1,cluster_160,11574,12150,576,0
06A,cluster_163_amp1,cluster_163,13055,13652,597,0
06A,cluster_177_amp1,cluster_177,574,1152,578,0
06A,cluster_179_amp1,cluster_179,1549,2125,576,0
06A,cluster_180_amp1,cluster_180,2049,2636,587,0
06A,cluster_184_amp1,cluster_184,4071,4629,558,0
06A,cluster_192_amp1,cluster_192,8227,8830,603,1
06A,cluster_207_amp1,cluster_207,2049,2636,587,0
06A,cluster_215_amp1,cluster_215,8230,8830,600,0
06A,cluster_294_amp1,cluster_294,11445,12041,596,0
06A,cluster_299_amp1,cluster_299,13970,14544,574,0
06A,cluster_377_amp1,cluster_377,1549,2125,576,0
06A,cluster_379_amp1,cluster_379,2565,3163,598,0
06A,cluster_401_amp1,cluster_401,2049,2636,587,0
06A,cluster_403_amp1,cluster_403,3036,3635,599,2
06A,cluster_576_amp1,cluster_576,2566,3149,583,3
06A,cluster_579_amp1,cluster_579,4075,4668,593,3
06A,cluster_602_amp1,cluster_602,1549,2125,576,0
06A,cluster_603_amp1,cluster_603,2074,2667,593,1
06A,cluster_634_amp1,cluster_634,1549,2125,576,0
06A,cluster_636_amp1,cluster_636,2547,3116,569,0
06A,cluster_661_amp1,cluster_661,2547,3116,569,0
06A,cluster_697_amp1,cluster_697,1549,2125,576,0
06A,cluster_792_amp1,cluster_792,573,1152,579,1
06A,cluster_794_amp1,cluster_794,1549,2125,576,0
06A,cluster_799_amp1,cluster_799,4071,4629,558,0
06A,cluster_876_amp1,cluster_876,1549,2125,576,0
06A,cluster_906_amp1,cluster_906,12319,12918,599,1
06A,cluster_942_amp1,cluster_942,11413,12001,588,1
06A,cluster_950_amp1,cluster_950,1549,2125,576,0
06A,cluster_955_amp1,cluster_955,4067,4629,562,1
06A,cluster_1031_amp1,cluster_1031,573,1148,575,2
06A,cluster_1062_amp1,cluster_1062,11886,12480,594,1
06A,cluster_1102_amp1,cluster_1102,13747,14336,589,0
06A,cluster_1149_amp1,cluster_1149,1549,2125,576,0
06A,cluster_1229_amp1,cluster_1229,11445,12040,595,2
06A,cluster_1264_amp1,cluster_1264,13543,14106,563,0
06A,cluster_1297_amp1,cluster_1297,13265,13864,599,2
06A,cluster_1306_amp1,cluster_1306,1550,2125,575,1
06A,cluster_1307_amp1,cluster_1307,2049,2636,587,0
06A,cluster_1348_amp1,cluster_1348,4076,4675,599,0
06A,cluster_1374_amp1,cluster_1374,14153,14747,594,0
06A,cluster_1408_amp1,cluster_1408,11574,12162,588,0
06A,cluster_1446_amp1,cluster_1446,12682,13281,599,0
06A,cluster_1478_amp1,cluster_1478,530,1114,584,1
06A,cluster_1517_amp1,cluster_1517,1051,1616,565,1
06A,cluster_1561_amp1,cluster_1561,11543,12143,600,2
06A,cluster_1603_amp1,cluster_1603,2065,2665,600,0
06A,cluster_1605_amp1,cluster_1605,3038,3638,600,3
06A,cluster_1630_amp1,cluster_1630,12897,13493,596,1
06A,cluster_1635_amp1,cluster_1635,1547,2125,578,1
06A,cluster_1638_amp1,cluster_1638,3036,3635,599,2
06A,cluster_1667_amp1,cluster_1667,12897,13492,595,1
06A,cluster_1668_amp1,cluster_1668,13400,13995,595,0
06A,cluster_1709_amp1,cluster_1709,2565,3163,598,0
06A,cluster_1745_amp1,cluster_1745,1035,1616,581,0
06A,cluster_1780_amp1,cluster_1780,1547,2125,578,1
06A,cluster_1781_amp1,cluster_1781,2049,2636,587,0
06A,cluster_1785_amp1,cluster_1785,4071,4629,558,0
06A,cluster_1810_amp1,cluster_1810,1549,2125,576,0
06A,cluster_1812_amp1,cluster_1812,2565,3165,600,1
06A,cluster_1815_amp1,cluster_1815,4071,4629,558,0
06A,cluster_1863_amp1,cluster_1863,4530,5127,597,0
06A,cluster_1874_amp1,cluster_1874,2049,2636,587,0
06A,cluster_1875_amp1,cluster_1875,2565,3165,600,1
06A,cluster_1904_amp1,cluster_1904,3542,4139,597,1
06A,cluster_1905_amp1,cluster_1905,4071,4629,558,0
06A,cluster_1925_amp1,cluster_1925,4071,4629,558,0
06A,cluster_2016_amp1,cluster_2016,239,830,591,1
06A,cluster_2179_amp1,cluster_2179,11678,12278,600,2
06A,cluster_2183_amp1,cluster_2183,13682,14266,584,0
06A,cluster_2186_amp1,cluster_2186,1035,1616,581,0
06A,cluster_2219_amp1,cluster_2219,3035,3635,600,2
06A,cluster_2283_amp1,cluster_2283,1035,1616,581,0
06A,cluster_2362_amp1,cluster_2362,12739,13338,599,0
06A,cluster_2406_amp1,cluster_2406,1549,2125,576,0
06A,cluster_2407_amp1,cluster_2407,2049,2636,587,0
06A,cluster_2485_amp1,cluster_2485,11445,12041,596,0
06A,cluster_2496_amp1,cluster_2496,1549,2125,576,0
06A,cluster_2497_amp1,cluster_2497,2070,2667,597,1
06A,cluster_2519_amp1,cluster_2519,12707,13290,583,2
06A,cluster_2593_amp1,cluster_2593,1035,1616,581,0
06A,cluster_2622_amp1,cluster_2622,1549,2125,576,0
06A,cluster_2624_amp1,cluster_2624,2547,3116,569,0
06A,cluster_2655_amp1,cluster_2655,2547,3116,569,0
06A,cluster_2656_amp1,cluster_2656,3035,3635,600,1
06A,cluster_2685_amp1,cluster_2685,1897,2497,600,0
06A,cluster_2689_amp1,cluster_2689,3910,4505,595,1
06A,cluster_2718_amp1,cluster_2718,405,989,584,1
06A,cluster_2721_amp1,cluster_2721,2402,2990,588,0
06A,cluster_2722_amp1,cluster_2722,2905,3476,571,0
06A,cluster_2724_amp1,cluster_2724,3910,4505,595,0
06A,cluster_2732_amp1,cluster_2732,11903,12480,577,2
06A,cluster_2734_amp1,cluster_2734,12904,13493,589,1
06A,cluster_2797_amp1,cluster_2797,856,1435,579,0
06A,cluster_2798_amp1,cluster_2798,1355,1935,580,0
06A,cluster_2883_amp1,cluster_2883,1545,2125,580,1
06A,cluster_2884_amp1,cluster_2884,2049,2636,587,0
06A,cluster_2912_amp1,cluster_2912,1481,2048,567,3
06A,cluster_2950_amp1,cluster_2950,372,955,583,2
06A,cluster_2996_amp1,cluster_2996,2023,2615,592,2
06A,cluster_3068_amp1,cluster_3068,1549,2125,576,0
06A,cluster_3122_amp1,cluster_3122,11543,12143,600,2
06A,cluster_3140_amp1,cluster_3140,875,1473,598,0
06A,cluster_3142_amp1,cluster_3142,1897,2497,600,0
06A,cluster_3157_amp1,cluster_3157,9382,9980,598,0
06A,cluster_3158_amp1,cluster_3158,9880,10474,594,0
06A,cluster_3164_amp1,cluster_3164,12913,13510,597,0
06A,cluster_3172_amp1,cluster_3172,1549,2125,576,0
06A,cluster_3173_amp1,cluster_3173,2049,2636,587,0
06A,cluster_3177_amp1,cluster_3177,4071,4629,558,0
06A,cluster_3178_amp1,cluster_3178,4530,5127,597,0
06A,cluster_3183_amp1,cluster_3183,7030,7623,593,0
06A,cluster_3192_amp1,cluster_3192,11543,12143,600,2
06A,cluster_3195_amp1,cluster_3195,13055,13652,597,0
06A,cluster_3203_amp1,cluster_3203,1549,2125,576,0
06A,cluster_3206_amp1,cluster_3206,4071,4629,558,0
06A,cluster_3210_amp1,cluster_3210,11574,12162,588,1
06A,cluster_3213_amp1,cluster_3213,13080,13652,572,0
06A,cluster_3215_amp1,cluster_3215,14099,14654,555,1
06A,cluster_3237_amp1,cluster_3237,574,1152,578,0
06A,cluster_3241_amp1,cluster_3241,11574,12150,576,0
06A,cluster_3244_amp1,cluster_3244,573,1152,579,1
06A,cluster_3247_amp1,cluster_3247,4071,4629,558,0
06A,cluster_3264_amp1,cluster_3264,328,905,577,0
06A,cluster_3303_amp1,cluster_3303,1355,1935,580,0
06A,cluster_3308_amp1,cluster_3308,3863,4434,571,0
06B,cluster_39_amp1,cluster_39,3029,3638,609,1
06B,cluster_138_amp1,cluster_138,574,1152,578,1
06B,cluster_140_amp1,cluster_140,1549,2125,576,0
06B,cluster_141_amp1,cluster_141,2049,2636,587,0
06B,cluster_145_amp1,cluster_145,4071,4629,558,0
06B,cluster_146_amp1,cluster_146,4530,5127,597,0
06B,cluster_151_amp1,cluster_151,7030,7623,593,0
06B,cluster_160_amp1,cluster_160,11548,12124,576,1
06B,cluster_163_amp1,cluster_163,13029,13626,597,0
06B,cluster_177_amp1,cluster_177,574,1152,578,1
06B,cluster_179_amp1,cluster_179,1549,2125,576,0
06B,cluster_180_amp1,cluster_180,2049,2636,587,0
06B,cluster_184_amp1,cluster_184,4071,4629,558,0
06B,cluster_192_amp1,cluster_192,8227,8830,603,1
06B,cluster_207_amp1,cluster_207,2049,2636,587,0
06B,cluster_215_amp1,cluster_215,8230,8830,600,0
06B,cluster_294_amp1,cluster_294,11419,12015,596,3
06B,cluster_299_amp1,cluster_299,13944,14518,574,0
06B,cluster_377_amp1,cluster_377,1549,2125,576,0
06B,cluster_379_amp1,cluster_379,2565,3163,598,0
06B,cluster_401_amp1,cluster_401,2049,2636,587,0
06B,cluster_403_amp1,cluster_403,3036,3635,599,2
06B,cluster_576_amp1,cluster_576,2566,3149,583,3
06B,cluster_579_amp1,cluster_579,4075,4668,593,3
06B,cluster_602_amp1,cluster_602,1549,2125,576,0
06B,cluster_603_amp1,cluster_603,2074,2667,593,1
06B,cluster_634_amp1,cluster_634,1549,2125,576,0
06B,cluster_636_amp1,cluster_636,2547,3116,569,0
06B,cluster_661_amp1,cluster_661,2547,3116,569,0
06B,cluster_697_amp1,cluster_697,1549,2125,576,0
06B,cluster_792_amp1,cluster_792,573,1152,579,0
06B,cluster_794_amp1,cluster_794,1549,2125,576,0
06B,cluster_799_amp1,cluster_799,4071,4629,558,0
06B,cluster_876_amp1,cluster_876,1549,2125,576,0
06B,cluster_906_amp1,cluster_906,12293,12892,599,1
06B,cluster_950_amp1,cluster_950,1549,2125,576,0
06B,cluster_955_amp1,cluster_955,4067,4629,562,1
06B,cluster_1031_amp1,cluster_1031,573,1148,575,1
06B,cluster_1062_amp1,cluster_1062,11860,12454,594,0
